359,HNDI,117,HNDI,114,0,,
360,INTS,110,ZZZZ,999,,,"INTS 110.3 is intended as a first or second-year Arts & Science course. In order to register, students must be registered in the College of Arts & Science and have successfully completed no more than 60 university credit units."
361,INTS,201,ZZZZ,999,0,,30 credit units completed at the University of Saskatchewan.
362,INTS,203,ZZZZ,999,0,,18 credit units at university level or permission of the instructor.
363,INTS,380,ZZZZ,999,0,,60 credit units of university courses and permission from the instructor.
364,JPNS,117,JPNS,114,0,,
365,LATN,113,LATN,112,0,,
366,LING,112,LING,111,0,,
367,LING,253,LING,111,1,,
368,LING,253,LING,112,1,,
369,LING,253,INDG,107,1,,
370,LING,253,CREE,101,1,,
371,LING,253,CREE,110,1,,
372,MATH,110,MATH,102,1,,
373,MATH,110,MATH,104,1,,
374,MATH,110,HSCH,999,1,,Pre-Calculus 30 and a 60% score in the Math Placement Test; or Mathematics B30 and C30 and a 60% score in the Math Placement Test
375,MATH,116,MATH,110,0,,
376,MATH,124,MATH,123,0,,
377,MATH,164,MATH,999,0,,Pre-Calculus 30; or Foundations of Mathematics 30; or Mathematics B30 and C30; or 3 credit units of MATH or STAT
378,MATH,176,MATH,999,0,,Calculus 30 and a score of at least 80% on the Math Placement Test
379,MATH,177,MATH,110,1,,
380,MATH,177,MATH,123,1,,
381,MATH,177,MATH,176,1,,
382,MATH,211,MATH,116,1,,
383,MATH,211,MATH,124,1,,
384,MATH,211,MATH,177,1,,
385,MATH,211,MATH,164,0,,can be concurrent if one of the other prerequisite options has been taken with a prerequisite waiver
386,MATH,223,MATH,123,0,,
387,MATH,223,MATH,124,0,,
388,MATH,223,MATH,999,,,Engineering students may take this course with prerequisite of MATH 110 and 116 if they seek permission of the Engineering Students' Centre
389,MATH,225,MATH,999,,,(MATH 110 and 116) or (MATH 121 or MATH 125; and MATH 128) or (MATH 176 and MATH 177).
390,MATH,266,MATH,164,1,,
391,MATH,266,MATH,999,1,,Students who have credit for MATH 110 and 116 will be granted a prerequisite waiver to take this course concurrently with MATH 164 in 2019-20.
392,MATH,276,MATH,110,1,,
393,MATH,276,MATH,121,1,,
394,MATH,276,MATH,123,1,,
395,MATH,276,MATH,125,1,,
396,MATH,276,MATH,176,1,,
397,MATH,276,MATH,164,0,,can be concurrent if one of the other prerequisite options has been taken with a prerequisite waiver
398,MATH,327,MATH,164,1,,
399,MATH,327,MATH,266,1,,
400,MATH,327,MATH,260,2,,
401,MATH,327,MATH,999,2,,6 credit units 200-level MATH.
402,MATH,328,MATH,164,1,,
403,MATH,328,MATH,266,1,,
404,MATH,328,MATH,260,2,,
405,MATH,328,MATH,999,2,,6 credit units 200-level MATH.
406,MATH,361,MATH,999,,,MATH 163 and MATH 164; or MATH 266
407,MATH,362,MATH,999,,,MATH 163 and MATH 164; or MATH 266
408,MATH,364,MATH,163,0,,"Students with credit for one of MATH 100, 104, 110, 121, 125, or STAT 103 will be given a prerequisite waiver to take MATH 163 and 364 concurrently in 2019-20."
409,ME,251,GE,111,0,,
410,ME,251,MATH,223,0,,
411,MUS,120,MUS,101,1,,
412,MUS,120,ZZZZ,999,1,,a minimum grade of 65% on the Music Theory Entrance Examination.
413,MUS,120,ZZZZ,999,0,,permission of department required
414,MUS,120,MUS,133,0,,can be concurrent
415,MUS,121,MUS,120,0,,
416,MUS,121,MUS,134,0,,can be concurrent
417,MUS,133,MUS,101,1,,
418,MUS,133,ZZZZ,999,1,,a minimum grade of 65% on the Music Theory Entrance Examination.
419,MUS,134,MUS,133,1,,
420,MUS,134,MUS,113,1,,
421,MUS,134,MUS,121,0,,can be concurrent
422,MUS,156,MUS,155,,,
423,PHIL,208,ZZZZ,999,,,3 credit units in philosophy or completion of 18 credit units at the university level or permission of the instructor.
424,PHIL,232,ZZZZ,999,0,,Restricted to students in the Computer Science and Interactive Systems Design programs.
425,PHIL,232,ZZZZ,999,0,,Completion of at least 6 credit units in 100-level CMPT
426,PHIL,233,ZZZZ,999,,,3 credit units in philosophy or completion of 18 credit units at the university level or permission of the instructor.
427,PHIL,243,PHIL,241,1,,
428,PHIL,243,CMPT,260,1,,
429,PHYS,115,HSCH,999,0,,Physics 30 or PHYS 90; and (Mathematics B30 and C30; or Foundations of Mathematics 30; or Pre-Calculus 30).
430,PHYS,117,PHYS,115,,,
431,PLAN,445,GEOG,240,1,,
432,PLAN,445,ZZZZ,999,1,,60 credit units at the University.
433,POLS,222,POLS,110,,1,
434,POLS,222,POLS,111,,1,
435,POLS,222,POLS,112,,1,
436,POLS,222,INDG,107,,1,
437,POLS,222,ZZZZ,999,,,or 60 credit units at university level.
438,POLS,245,IS,110,,1,
439,POLS,245,POLS,111,,1,
440,POLS,245,POLS,112,,1,
441,POLS,245,ZZZZ,999,,,"or 18 credit units at the university level including at least 3 credit units of ANTH, ENG, HIST, INDG, IS, POLS, RLST, SOC, or WGST."
442,POLS,323,POLS,222,1,,
443,POLS,323,ZZZZ,999,1,,6 credit units 100-level POLS
444,POLS,328,ZZZZ,999,1,,12 credit units of POLS and/or IS
445,POLS,328,ZZZZ,999,1,,"or 36 credit units at the university level, including at least 6 credit units of ANTH, ENG, HIST, INDG, IS, POLS, RLST, SOC, or WGST"
446,POLS,333,ZZZZ,999,1,,12 credit units of POLS and/or IS
447,POLS,333,ZZZZ,999,1,,"or 36 credit units at the university level, including at least 6 credit units of ANTH, ENG, HIST, INDG, IS, POLS, RLST, SOC, or WGST"
448,POLS,336,ZZZZ,999,1,,12 credit units of POLS and/or IS
449,POLS,336,ZZZZ,999,1,,"or 36 credit units at the university level, including at least 6 credit units of ANTH, ENG, HIST, INDG, IS, POLS, RLST, SOC, or WGST"
450,POLS,422,POLS,222,1,,
451,POLS,422,ZZZZ,999,1,,"or 54 credit units at the university level, including 18 credit units POLS and/or IS."
452,POLS,461,ZZZZ,999,0,,"54 credit units at the university level, including 18 credit units POLS and/or IS."
453,PSY,323,ZZZZ,999,0,,permission of department required
454,PSY,323,PSY,233,0,,
455,PSY,323,PSY,235,1,,
456,PSY,323,HLST,210,1,,
457,PSY,323,ZZZZ,999,0,,3 credit units from Group 1
458,PSY,323,ZZZZ,999,0,,an additional 9 credit units of 200-level Psychology.
459,PSY,355,ZZZZ,999,0,,permission of department required
460,PSY,355,ZZZZ,999,0,,9 credit units of 200-level psychology
461,PSY,355,PSY,233,0,,
462,PSY,355,PSY,235,1,,
463,PSY,355,HLST,210,1,,
464,PSY,355,PSY,252,2,,
465,PSY,355,PSY,253,2,,
466,PSY,355,PSY,255,2,,
467,PSY,355,PSY,256,2,,
468,RLST,280,ZZZZ,999,0,,3 credit units 100-Level RLST or 18 credit units at the university level.
469,RLST,362,ZZZZ,999,0,,permission of department required
470,RLST,362,ZZZZ,999,0,,6 credit units RLST or 24 credit units at the university level.
471,RUSS,117,RUSS,114,0,,
472,SNSK,114,ZZZZ,999,0,,permission of department
473,SNSK,117,ZZZZ,999,0,,permission of department
474,SNSK,117,SNSK,114,1,,
475,SNSK,117,ZZZZ,999,1,,or equivalent
476,SPAN,117,SPAN,114,0,,
477,STAT,241,MATH,999,1,,MATH 110 and MATH 116
478,STAT,241,MATH,999,1,,MATH 176 and MATH 177
479,STAT,242,STAT,241,0,,
480,STAT,245,MATH,100,1,,
481,STAT,245,MATH,101,1,,
482,STAT,245,MATH,104,1,,
483,STAT,245,MATH,110,1,,
484,STAT,245,MATH,121,1,,
485,STAT,245,MATH,123,1,,
486,STAT,245,MATH,125,1,,
487,STAT,245,MATH,176,1,,
488,STAT,245,STAT,103,1,,
489,STAT,344,STAT,242,1,,
490,STAT,344,STAT,245,1,,
491,STAT,344,STAT,246,1,,
492,STAT,345,STAT,242,1,,
493,STAT,345,STAT,245,1,,
494,STAT,345,STAT,246,1,,
495,STAT,348,STAT,242,1,,
496,STAT,348,STAT,245,1,,
497,STAT,348,STAT,246,1,,
498,UKR,117,UKR,114,1,,
499,UKR,117,HSCH,999,1,,or Ukrainian 20 (Grade 11 Ukrainian)
